,execID,orderID,clOrdID,clOrdLinkID,account,symbol,side,qty,lastPx,underlyingLastPx,lastMkt,lastLiquidityInd,simpleOrderQty,orderQty,price,displayQty,stopPx,pegOffsetValue,pegPriceType,currency,settlCurrency,execType,ordType,timeInForce,execInst,contingencyType,exDestination,ordStatus,triggered,workingIndicator,ordRejReason,simpleLeavesQty,leavesQty,simpleCumQty,cumQty,avgPx,commission,tradePublishIndicator,multiLegReportingType,text,trdMatchID,execCost,execComm,homeNotional,foreignNotional,transactTime,timestamp,exchange,asset
1207,6b241fa4-26a4-4530-e0b9-e2f81583ec4f,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,6245,22774.22,,XBME,,,6245,22774.22,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,6245,22774.22,0.000719,,SingleSecurity,Funding,2c0881f0-80ac-bbb4-3eea-5ed8c0568104,-27421795,0.00019716000000000002,0.27421795,-6245,2020-12-18 20:00:00,2020-12-18T20:00:00.012Z,BITMEX,XBT
1208,1db28a7a-cbbb-01fa-5b62-885f04d2cf3b,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,6245,23129.64,,XBME,,,6245,23129.64,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,6245,23129.64,0.000206,,SingleSecurity,Funding,715236e5-dfa9-b7d2-5426-5bdee82030da,-26997135,5.561e-05,0.26997135,-6245,2020-12-19 04:00:00,2020-12-19T04:00:00.012Z,BITMEX,XBT
1209,d6b7f414-833c-3afc-6eed-9b1ffe56dbb4,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,6245,22923.34,,XBME,,,6245,22923.34,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,6245,22923.34,0.0001,,SingleSecurity,Funding,a4c1201c-0d74-910d-3f07-5730909d56cb,-27240690,2.724e-05,0.2724069,-6245,2020-12-19 12:00:00,2020-12-19T12:00:00.002Z,BITMEX,XBT
1210,d629f92f-62d0-adda-1df6-041c4b10ff38,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,6245,23839.06,,XBME,,,6245,23839.06,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,6245,23839.06,0.000179,,SingleSecurity,Funding,e32381c5-877b-0a9e-0b8e-83e15d87e187,-26197775,4.689e-05,0.26197775,-6245,2020-12-19 20:00:00,2020-12-19T20:00:00.001Z,BITMEX,XBT
1211,930af7cb-baad-8b19-0729-121de7ebcb1a,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,6245,23370.94,,XBME,,,6245,23370.94,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,6245,23370.94,0.000545,,SingleSecurity,Funding,31b7b919-73a6-83c8-40a8-3dfcb7412036,-26722355,0.00014564,0.26722355,-6245,2020-12-20 04:00:00,2020-12-20T04:00:00.002Z,BITMEX,XBT
1212,8c47f3b3-c6e9-969f-8645-083a159e4ea7,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,6245,23564.88,,XBME,,,6245,23564.88,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,6245,23564.88,0.000518,,SingleSecurity,Funding,6244fd17-ef34-614c-78f7-51f109344eb5,-26503780,0.00013729,0.2650378,-6245,2020-12-20 12:00:00,2020-12-20T12:00:00.012Z,BITMEX,XBT
1213,5176a12c-9447-584a-bff6-451758693d85,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,6245,23957.63,,XBME,,,6245,23957.63,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,6245,23957.63,0.000259,,SingleSecurity,Funding,e624ef3d-4a7a-d7f6-427d-1e5136528cb0,-26066630,6.751e-05,0.2606663,-6245,2020-12-20 20:00:00,2020-12-20T20:00:00.000Z,BITMEX,XBT
1214,880260d1-451a-2f65-4214-6366d767afe7,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,6245,23949.12,,XBME,,,6245,23949.12,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,6245,23949.12,0.000274,,SingleSecurity,Funding,752a6130-5d5c-8cca-b956-b6ee2ec9e7ba,-26079120,7.146e-05,0.2607912,-6245,2020-12-21 04:00:00,2020-12-21T04:00:00.000Z,BITMEX,XBT
1245,01b62d0e-5e53-c63f-5df3-3590f591b619,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,4504,22825.1,,XBME,,,4504,22825.1,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,4504,22825.1,0.000536,,SingleSecurity,Funding,da8ced07-49d9-45f1-7f03-c5c95e0de619,-19732024,0.00010576,0.19732024,-4504,2020-12-21 20:00:00,2020-12-21T20:00:00.002Z,BITMEX,XBT
1246,bbe17625-6fd6-a812-af9a-0a3c956ba04a,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,4504,22845.46,,XBME,,,4504,22845.46,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,4504,22845.46,0.0001,,SingleSecurity,Funding,92e1c186-7b9f-8134-64b6-ed640d83d3d2,-19714008,1.971e-05,0.19714008,-4504,2020-12-22 04:00:00,2020-12-22T04:00:00.002Z,BITMEX,XBT
1247,75f4dd28-26a8-2a4e-0433-47c66f37366f,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,4504,23126.78,,XBME,,,4504,23126.78,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,4504,23126.78,0.0001,,SingleSecurity,Funding,10380ec7-d72a-e9a1-963c-dae8a4febf7c,-19475296,1.948e-05,0.19475296,-4504,2020-12-22 12:00:00,2020-12-22T12:00:00.005Z,BITMEX,XBT
1248,b1597f18-d79c-aaf0-d2e5-8b63b368c58b,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,4504,23411.8,,XBME,,,4504,23411.8,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,4504,23411.8,0.000143,,SingleSecurity,Funding,2118193a-dea3-2d18-00f0-3b5b012dd6a8,-19236584,2.751e-05,0.19236584,-4504,2020-12-22 20:00:00,2020-12-22T20:00:00.012Z,BITMEX,XBT
1249,64167be9-885f-9676-a610-3b871db218ea,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,4504,23683.09,,XBME,,,4504,23683.09,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,4504,23683.09,0.0001,,SingleSecurity,Funding,c3d52fd5-0457-b6e0-f683-e702c698829f,-19015888,1.902e-05,0.19015888,-4504,2020-12-23 04:00:00,2020-12-23T04:00:00.002Z,BITMEX,XBT
1250,e2450802-e3c3-dd5c-215c-ca671d063c66,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,4504,23088.71,,XBME,,,4504,23088.71,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,4504,23088.71,0.0001,,SingleSecurity,Funding,4294f19e-f47d-32e1-f83c-2ad71800425f,-19506824,1.951e-05,0.19506824,-4504,2020-12-23 12:00:00,2020-12-23T12:00:00.000Z,BITMEX,XBT
1251,8fae28ea-a0df-00b4-f1d1-1658bbbe90e6,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,4504,23541.76,,XBME,,,4504,23541.76,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,4504,23541.76,0.000422,,SingleSecurity,Funding,01a2fd06-8509-75a6-0f84-ee194d6184e0,-19132992,8.074e-05,0.19132992,-4504,2020-12-23 20:00:00,2020-12-23T20:00:00.009Z,BITMEX,XBT
1252,521051b5-a5c4-e924-0b96-d999721bd33e,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,4504,22877.73,,XBME,,,4504,22877.73,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,4504,22877.73,0.000203,,SingleSecurity,Funding,9a9dfb66-6875-3d9c-c94b-1c9f0fc59e5a,-19686984,3.9960000000000004e-05,0.19686984,-4504,2020-12-24 04:00:00,2020-12-24T04:00:00.001Z,BITMEX,XBT
1253,3e32385f-5ba9-b0ed-3cdc-e6b243696a46,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,4504,23216.32,,XBME,,,4504,23216.32,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,4504,23216.32,0.0001,,SingleSecurity,Funding,81836dca-a47a-f4a0-5e4f-44b60fa3af5c,-19398728,1.94e-05,0.19398728,-4504,2020-12-24 12:00:00,2020-12-24T12:00:00.011Z,BITMEX,XBT
1254,114c83e5-c4a0-5c01-24ea-34d0672f18a6,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,4504,23300.62,,XBME,,,4504,23300.62,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,4504,23300.62,0.0001,,SingleSecurity,Funding,d5203a4e-a689-48fe-e470-a8f70ec558a3,-19331168,1.933e-05,0.19331168,-4504,2020-12-24 20:00:00,2020-12-24T20:00:00.012Z,BITMEX,XBT
1255,f51eeba9-a6b2-5052-6040-aa22118f2906,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,4504,23461.75,,XBME,,,4504,23461.75,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,4504,23461.75,0.0001,,SingleSecurity,Funding,02d4e183-eacc-d22e-5a3f-879e68a0c80f,-19196048,1.92e-05,0.19196048,-4504,2020-12-25 04:00:00,2020-12-25T04:00:00.005Z,BITMEX,XBT
1256,0c5ca87e-9c29-2bc2-08c2-151beddd2559,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,4504,24544.38,,XBME,,,4504,24544.38,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,4504,24544.38,0.0001,,SingleSecurity,Funding,d7545d3c-1c54-5f63-0d08-04542a29b2ed,-18349296,1.835e-05,0.18349296,-4504,2020-12-25 12:00:00,2020-12-25T12:00:00.001Z,BITMEX,XBT
1257,55fd376b-9e81-6dee-f4fa-2f57d947c6b8,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,4504,24444.29,,XBME,,,4504,24444.29,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,4504,24444.29,0.000587,,SingleSecurity,Funding,0edccc88-09d0-9aef-40b5-5433235d9dd4,-18425864,0.00010816000000000001,0.18425864,-4504,2020-12-25 20:00:00,2020-12-25T20:00:00.000Z,BITMEX,XBT
1258,f55672ae-ef5e-d4c9-921c-5b6ab3f32d41,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,4504,24901.94,,XBME,,,4504,24901.94,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,4504,24901.94,0.000305,,SingleSecurity,Funding,433c0d31-9d52-f6f1-9dcf-91b9c0e5f634,-18088064,5.517e-05,0.18088064,-4504,2020-12-26 04:00:00,2020-12-26T04:00:00.011Z,BITMEX,XBT
1259,584ced85-902d-8da0-f8b1-6175037a5a0f,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,4504,24836.51,,XBME,,,4504,24836.51,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,4504,24836.51,0.000508,,SingleSecurity,Funding,f0657b98-f590-b22a-8f66-06f9804e8b9b,-18133104,9.212e-05,0.18133104,-4504,2020-12-26 12:00:00,2020-12-26T12:00:00.000Z,BITMEX,XBT
1290,16f33887-f62f-8262-a483-99d36c085211,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,16678,25927.54,,XBME,,,16678,25927.54,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,16678,25927.54,0.00029,,SingleSecurity,Funding,f8d0494d-3e3c-abda-c500-bb0b1c2c0d7b,-64327046,0.00018655,0.64327046,-16678,2020-12-26 20:00:00,2020-12-26T20:00:00.003Z,BITMEX,XBT
1323,87d52e23-36e0-a5c3-850f-85222575ea66,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,24321,26553.64,,XBME,,,24321,26553.64,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,24321,26553.64,0.00057,,SingleSecurity,Funding,99684426-86a8-fe62-9a6a-c48f699a3b6f,-91592886,0.00052208,0.91592886,-24321,2020-12-27 04:00:00,2020-12-27T04:00:00.000Z,BITMEX,XBT
1324,cafd3148-12a4-ee84-5477-578e506fab9c,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,24321,27591.74,,XBME,,,24321,27591.74,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,24321,27591.74,0.000851,,SingleSecurity,Funding,463a22ac-d771-d70e-316d-496794a45075,-88139304,0.00075007,0.88139304,-24321,2020-12-27 12:00:00,2020-12-27T12:00:00.006Z,BITMEX,XBT
1325,c0f76249-1f1d-bda7-bcd7-ea45bfda99ab,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,24321,27060.71,,XBME,,,24321,27060.71,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,24321,27060.71,0.000738,,SingleSecurity,Funding,ee72891f-813e-e701-e1ed-89c97aed43ba,-89866095,0.00066321,0.89866095,-24321,2020-12-27 20:00:00,2020-12-27T20:00:00.012Z,BITMEX,XBT
1352,9b7bd1c6-da0f-b26c-13b2-29254adc228b,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,17501,27257.03,,XBME,,,17501,27257.03,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,17501,27257.03,0.000931,,SingleSecurity,Funding,3eeee3b1-4287-82fb-0f92-aaacd6e39aff,-64211169,0.00059781,0.64211169,-17501,2020-12-28 04:00:00,2020-12-28T04:00:00.011Z,BITMEX,XBT
1353,ff90700e-fa4f-190b-f381-66a5e723183d,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,17501,26811.57,,XBME,,,17501,26811.57,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,17501,26811.57,0.000349,,SingleSecurity,Funding,274eb984-6618-939f-5799-296ee3bbd598,-65278730,0.00022782,0.6527873,-17501,2020-12-28 12:00:00,2020-12-28T12:00:00.007Z,BITMEX,XBT
1354,0bb50814-85a7-5502-49e9-2ad0d20a8a02,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,17501,26970.12,,XBME,,,17501,26970.12,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,17501,26970.12,0.000287,,SingleSecurity,Funding,3345c128-ecd0-338d-c1e4-e8b0b17bce5e,-64893708,0.00018624,0.64893708,-17501,2020-12-28 20:00:00,2020-12-28T20:00:00.002Z,BITMEX,XBT
1386,872d3bf7-f257-8b15-21b4-7a9177683157,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,11985,26415.72,,XBME,,,11985,26415.72,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,11985,26415.72,0.000526,,SingleSecurity,Funding,638345c2-204d-38a7-16fe-8e830e809233,-45375210,0.00023867000000000002,0.4537521,-11985,2020-12-29 04:00:00,2020-12-29T04:00:00.000Z,BITMEX,XBT
1413,46533896-7a33-f53f-ff88-3a60d397de3b,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,7788,26856.06,,XBME,,,7788,26856.06,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,7788,26856.06,0.000125,,SingleSecurity,Funding,0f3f1df4-15f6-2db5-e1b5-2929e69f0558,-29002512,3.625e-05,0.29002512,-7788,2020-12-29 12:00:00,2020-12-29T12:00:00.005Z,BITMEX,XBT
1414,94e25fc2-477f-f186-6b6e-7e5665e6cda5,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,7788,26898.09,,XBME,,,7788,26898.09,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,7788,26898.09,0.000327,,SingleSecurity,Funding,a0451e87-0c98-96be-dfde-bed772c970c8,-28955784,9.469e-05,0.28955784,-7788,2020-12-29 20:00:00,2020-12-29T20:00:00.001Z,BITMEX,XBT
1415,ebfbf507-97fe-6920-601e-8e5fed038623,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,7788,28012.2,,XBME,,,7788,28012.2,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,7788,28012.2,0.0001,,SingleSecurity,Funding,8a96ef74-5a03-10f3-79d1-86f3bb8c12cb,-27803160,2.78e-05,0.2780316,-7788,2020-12-30 04:00:00,2020-12-30T04:00:00.000Z,BITMEX,XBT
1416,96c13cb7-60b8-fe04-2b13-8b5314f2d476,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,7788,27822.81,,XBME,,,7788,27822.81,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,7788,27822.81,0.0007,,SingleSecurity,Funding,63572f30-187b-e395-801f-4945cff97ecf,-27990072,0.00019593,0.27990072,-7788,2020-12-30 12:00:00,2020-12-30T12:00:00.001Z,BITMEX,XBT
1417,148963de-1a6f-332c-c6f9-5e4e63507d1d,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,7788,28789.2,,XBME,,,7788,28789.2,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,7788,28789.2,0.00108,,SingleSecurity,Funding,e1f37d2f-09e2-4155-cb5b-73a2856f4281,-27055512,0.0002922,0.27055512,-7788,2020-12-30 20:00:00,2020-12-30T20:00:00.002Z,BITMEX,XBT
